Series,Play,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Team,Home/Road,Opponent,Goal_Line,LOS_to_Goal,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards,Penalty_Team,Penalty_Type,Penalty_Yards
2,20,1,2:50,3,2,8.0,18,Pass,00,"""+3x1+"", shotgun offset R",,N/A,,"Montgomery (R RB, 2)",Catch,8.0,,,LM,S,,,Over,5,GB,Home,CHI,0,18,8.0,2,50,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
2,21,1,1:53,3,1,10.0,10,Run,01,"""-1x3+"", closed L, shotgun offset L",WR bk,Montgomery,,N/A,N/A,7.0,,,,,M,,Over,,GB,Home,CHI,0,10,7.0,1,53,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,1.0,WR,bk,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
2,22,1,1:13,3,2,3.0,3,Pass,01,"""-1x2-"", couple R-, I-form offset L",WR bk,N/A,,"Montgomery (L HB, 2)",Inc.,0.0,,"Hard, roll",RS,S,,,Over,4,GB,Home,CHI,0,3,0.0,1,13,,1.0,,0.0,Narrow,Narrow,0.0,,1.0,Left,1.0,WR,bk,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
2,23,1,1:07,3,3,3.0,3,Pass,00,"""+2x2+"", shotgun offset R",,N/A,,Janis,Catch,2.0,,,RS,S,,,2 Eagle Even,4,GB,Home,CHI,0,3,2.0,1,07,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
2,24,1,0:21,3,4,1.0,1,Run,00,"""-2x1-"", stack L-, I-form offset L",,Montgomery,,N/A,N/A,0.0,,,,,IL,,Other Even,,GB,Home,CHI,0,1,0.0,0,21,,,,0.0,Narrow,Narrow,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
3,25,2,10:13,3,1,10.0,-8,Run,11,"""+2x1+"", I-form",,Cobb,HB,N/A,N/A,4.0,,,,,IL,,Over,,GB,Home,CHI,0,92,4.0,10,13,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,1.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
3,26,2,9:35,3,2,6.0,-12,Run,12,"""+2x2+"", singleback",TE in,D. Jackson,,N/A,N/A,5.0,,,,,M,,2 Eagle Even,,GB,Home,CHI,0,88,5.0,9,35,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
3,27,2,8:50,3,3,1.0,-17,Pass,20,"""+2x1+"", I-form offset R",WR in,N/A,,Cobb (L2),Catch,5.0,,,WR Screen L,S,,,Other Even,4,GB,Home,CHI,0,83,5.0,8,50,2.0,,,0.0,Wide,Wide,0.0,,1.0,Right,1.0,WR,in,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
3,28,2,8:15,3,1,10.0,-22,Pass,20,"""+1x2+"", shotgun 2 RB",,N/A,,"D. Jackson (L RB, 2)",Inc.,,"Illegal contact, LeBlanc, +5",Soft,RM,S,,,Over,4,GB,Home,CHI,0,78,5.0,8,15,2.0,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,RB,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,Illegal contact,5.0
3,29,2,8:10,3,1,10.0,-27,Pass,00,"""+2x3+"", shotgun",,N/A,,Montgomery (L2),Catch,2.0,,,LS,S,,,Over,4,GB,Home,CHI,0,73,2.0,8,10,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
3,30,2,7:33,3,2,8.0,-29,Pass,00,"""+2x3+"", shotgun",,N/A,,Adams (L1),Catch,5.0,,,LS,S,,,Over,5,GB,Home,CHI,0,71,5.0,7,33,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
3,31,2,6:52,3,3,3.0,-34,Pass,10,"""+2x2+"", shotgun offset L",WR in,N/A,,Janis (L2),Inc.,0.0,,,LM,S,,,Over,4,GB,Home,CHI,0,66,0.0,6,52,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,1.0,WR,in,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
4,32,2,1:56,0,1,10.0,-25,Pass,01,"""+2x2+"", shotgun offset L",,N/A,,Adams (R1),Catch,5.0,,,RS,S,,,Other Odd,3,GB,Home,CHI,0,75,5.0,1,56,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
4,33,2,1:37,0,2,5.0,-30,Pass,01,"""+2x2+"", shotgun offset R",,N/A,,"Montgomery (R RB, 3)",Inc.,0.0,,,LS,S,,,Other Odd,3,GB,Home,CHI,0,70,0.0,1,37,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,3,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
4,34,2,1:30,0,3,5.0,-30,Pass,01,"""+2x2-"", shotgun offset L",WR in,N/A,,R. Rodgers (R2),Inc.,,"DPI, Bausby, +18",,RS,D,,,Under,4,GB,Home,CHI,0,70,18.0,1,30,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,1.0,WR,in,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,Defense,DPI,18.0
4,35,2,1:22,0,1,10.0,-48,Pass,01,"""+3x1+"", shotgun offset R",,N/A,,N/A,"Sack, Floyd",-9.0,,,,,,,2 Eagle Even,4,GB,Home,CHI,0,52,-9.0,1,22,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,1.0,-9.0,,,0.0
4,36,2,1:13,0,2,19.0,-39,Pass,01,"""+2x2+"", shotgun offset L",,N/A,,Adams (L1),Catch,19.0,,,RS,ID,,,Other Odd,4,GB,Home,CHI,0,61,19.0,1,13,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,1.0,19.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0
4,37,2,0:46,0,1,10.0,42,Pass,01,"""+2x2-"", shotgun offset L",WR in,N/A,,Cobb (L2),Catch,7.0,,,LS,S,,,2 Eagle Even,4,GB,Home,CHI,0,42,7.0,0,46,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,1.0,WR,in,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
4,38,2,0:40,0,2,3.0,35,Pass,01,"""+1x3+"", shotgun offset L",,N/A,,Cobb (R3),Catch,13.0,,,WR Screen R,S,,,Over,4,GB,Home,CHI,0,35,13.0,0,40,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,3,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
4,39,2,0:35,0,1,10.0,22,Pass,01,"""+3x1*"", shotgun offset R",,N/A,,Adams (L1),Inc.,0.0,,,LS,IS,,,Over,4,GB,Home,CHI,0,22,0.0,0,35,,1.0,,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
4,40,2,0:32,0,2,10.0,22,Pass,01,"""+2x2*"", shotgun offset L",TE in,N/A,,Adams (L1),Inc.,0.0,,,LS,D,,,Other Odd,3,GB,Home,CHI,0,22,0.0,0,32,,1.0,,0.0,Wide,Normal,1.0,Left,0.0,,1.0,TE,in,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
4,41,2,0:27,0,3,10.0,22,Pass,01,"""+2x2+"", shotgun offset R",,N/A,,Cobb (L2),Inc.,0.0,,,LM,D,,,Other Odd,3,GB,Home,CHI,0,22,0.0,0,27,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
5,42,3,14:55,3,1,10.0,-15,Pass,01,"""+1x3-"", bunch R-, shotgun offset L",,N/A,,Adams (L1),Inc.,0.0,,,LS,D,,,Under,4,GB,Home,CHI,0,85,0.0,14,55,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
5,43,3,14:50,3,2,10.0,-15,Pass,01,"""+1x3+"", shotgun offset R",,N/A,,Nelson (R1),Inc.,0.0,,,RM,S,,,Over,4,GB,Home,CHI,0,85,0.0,14,50,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
5,44,3,14:43,3,3,10.0,-15,Pass,01,"""+3x1+"", shotgun offset R",,N/A,,N/A,"Sack, Floyd, Fumble, Floyd, TD",-10.0,,,,,,,Other Odd,4,GB,Home,CHI,0,85,-10.0,14,43,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,1.0,0.0,,0.0,,0.0,,,0.0,1.0,-10.0,,,0.0
6,45,3,14:25,-4,1,10.0,-15,Run,01,"""+3x1+"", shotgun offset R",,Montgomery,,N/A,N/A,30.0,,,,,M,,Under,,GB,Home,CHI,0,85,30.0,14,25,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,1.0,30.0,1.0,,1.0,1.0,0.0,,,,0.0
6,46,3,13:53,-4,1,10.0,-45,Pass,01,"""-2x2+"", shotgun offset L",,N/A,,"Montgomery (L RB, 3)",Catch,5.0,,,Swing L,S,,,Under,4,GB,Home,CHI,0,55,5.0,13,53,,1.0,,0.0,Narrow,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
6,47,3,13:27,-4,2,5.0,50,Run,01,"""+1x2-"", couple R-, I-form offset L",,Montgomery,HB,N/A,N/A,3.0,,,,,IR,,Under,,GB,Home,CHI,0,50,3.0,13,27,,1.0,,0.0,Wide,Narrow,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
6,48,3,12:47,-4,3,2.0,47,Pass,01,"""+2x2*', shotgun offset R",WR in,N/A,,"Montgomery (R RB, 3)",Catch,6.0,,,RM,S,,,2 Eagle Even,4,GB,Home,CHI,0,47,6.0,12,47,,1.0,,0.0,Wide,Normal,1.0,Right,0.0,,1.0,WR,in,RB,3,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
6,49,3,12:12,-4,1,10.0,41,Pass,11,"""+2x2+"", shotgun offset R",,N/A,,Adams (R1),Catch,5.0,,,RS,S,,,Over,4,GB,Home,CHI,0,41,5.0,12,12,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
6,50,3,11:43,-4,2,5.0,36,Pass,11,"""+3x1+"", shotgun offset R",,N/A,,Cobb (L2),Inc.,0.0,,,M,S,,,Over,4,GB,Home,CHI,0,36,0.0,11,43,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
6,51,3,11:40,-4,3,5.0,36,Pass,10,"""+2x2+"", shotgun offset R",,N/A,,Cobb (L2),Catch,18.0,,,RM,S,,,Other Odd,4,GB,Home,CHI,0,36,18.0,11,40,1.0,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2,Left,0.0,1.0,18.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0
6,52,3,11:11,-4,1,10.0,18,Run,11,"""+2x2+"", shotgun offset R",,Ripkowski,,N/A,N/A,4.0,,,,,M,,Over,,GB,Home,CHI,0,18,4.0,11,11,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
6,53,3,10:29,-4,2,6.0,14,Pass,01,"""+2x3+"", shotgun",RB out,N/A,,Cobb (R2),Catch,2.0,,,RS,S,,,Over,4,GB,Home,CHI,0,14,2.0,10,29,,1.0,,0.0,Wide,Wide,1.0,,0.0,,1.0,RB,out,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
6,54,3,9:47,-4,3,4.0,12,Pass,01,"""+3x2+"", shotgun",,N/A,,Montgomery (R2),Catch,7.0,,,RS,S,,,Over,4,GB,Home,CHI,0,12,7.0,9,47,,1.0,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
6,55,3,9:28,-4,1,5.0,5,Pass,01,"""+2x2+"", shotgun offset R",,N/A,,Throwaway,Inc.,0.0,,,,,,,Under,4,GB,Home,CHI,0,5,0.0,9,28,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
6,56,3,9:21,-4,2,5.0,5,Pass,01,"""+3x1+"", shotgun offset R",WR in,N/A,,Nelson (L2),Inc.,0.0,,,LS,S,,,Over,4,GB,Home,CHI,0,5,0.0,9,21,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,1.0,WR,in,WR,2,Left,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
6,57,3,9:15,-4,3,5.0,5,Pass,01,"""+3x2+"", shotgun",,N/A,,Adams (R1),"Catch, TD",5.0,,,RS,S,,,Over,4,GB,Home,CHI,0,5,5.0,9,15,,1.0,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1,Right,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
7,58,3,4:35,3,1,10.0,-12,Run,01,"""+3x1+"", shotgun offset L",,Montgomery,,N/A,N/A,3.0,,,,,IR,,Under,,GB,Home,CHI,0,88,3.0,4,35,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
7,59,3,4:03,3,2,7.0,-15,Pass,01,"""+2x2+"", shotgun offset R",TE in,N/A,,Adams (R1),Catch,7.0,,,RS,S,,,Under,4,GB,Home,CHI,0,85,7.0,4,03,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,1.0,TE,in,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
7,60,3,3:25,3,1,10.0,-22,Pass,01,"""+3x1+"", shotgun offset L",,N/A,,Adams (R1),Catch,15.0,,,RS,S,,,Under,4,GB,Home,CHI,0,78,15.0,3,25,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
7,61,3,2:52,3,1,10.0,-37,Run,01,"""+2x2+"", shotgun offset R",,Montgomery,,N/A,N/A,11.0,,,,,M,,Over,,GB,Home,CHI,0,63,11.0,2,52,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
7,62,3,2:12,3,1,10.0,-48,Pass,01,"""+2x2+"", shotgun offset R",,N/A,,Adams (R1),Catch,24.0,,Hard,RS,IS,,,Over,4,GB,Home,CHI,0,52,24.0,2,12,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,1.0,24.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0
7,63,3,1:25,3,1,10.0,28,Pass,01,"""+3x1+"", shotgun offset R",,N/A,,R. Rodgers (L3),Catch,7.0,,,LM,S,,,Over,4,GB,Home,CHI,0,28,7.0,1,25,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
7,64,3,0:40,3,2,3.0,21,Pass,01,"""+2x2+"", shotgun offset L",,N/A,,"Montgomery (L RB, 3)",Catch,7.0,,,LM,S,,,Over,4,GB,Home,CHI,0,21,17.0,0,40,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,RB,3,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
7,65,4,15:00,3,1,4.0,4,Pass,01,"""+2x3+"", shotgun",TE in,N/A,,Adams (L1),"Catch, TD",4.0,,,LM,S,,,Over,4,GB,Home,CHI,0,4,4.0,15,00,,1.0,,0.0,Wide,Wide,1.0,,0.0,,1.0,TE,in,WR,1,Left,1.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
8,66,4,14:08,10,1,10.0,-26,Pass,11,"""+1x2+"", I-form",TE in,N/A,,Cobb (RB 0),Catch,0.0,,Hard,LS,S,,,Over,4,GB,Home,CHI,0,74,0.0,14,08,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,1.0,,1.0,TE,in,RB,0,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,67,4,13:19,10,2,10.0,-26,Pass,11,"""-2x3+"", shotgun",RB out,N/A,,Ripkowski (L2),Catch,8.0,,,LS,S,,,Over,4,GB,Home,CHI,0,74,8.0,13,19,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,,0.0,,1.0,RB,out,WR,2,Left,0.0,0.0,,0.0,,0.0,1.0,,1.0,0.0,,,,0.0
8,68,4,12:34,10,3,2.0,-34,Run,10,"""+1x2-"", I-form offset R",,Cobb,HB,N/A,N/A,3.0,,,,,IR,,Over,,GB,Home,CHI,0,66,3.0,12,34,1.0,,,0.0,Wide,Narrow,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,,,0.0
8,69,4,11:50,10,1,10.0,-37,Pass,11,"""+3x2+"", shotgun",,N/A,,Cobb (R2),"LOS PD, Young",0.0,,,RS,S,,,Over,4,GB,Home,CHI,0,63,0.0,11,50,1.0,1.0,3.0,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,0.0
8,70,4,11:47,10,2,10.0,-37,Run,10,"""-2x1+"", I-form offset R",,Cobb,HB,N/A,N/A,14.0,,,,,IL,,Under,,GB,Home,CHI,0,63,14.0,11,47,1.0,,,0.0,Narrow,Wide,0.0,,1.0,Right,0.0,,,,,,0.0,0.0,,1.0,14.0,1.0,,1.0,1.0,0.0,,,,0.0
8,71,4,11:08,10,1,10.0,49,Pass,10,"""+1x3+"", shotgun offset R",,N/A,,Adams (R1),Catch,16.0,,,RS,S,,,Over,4,GB,Home,CHI,0,49,16.0,11,08,1.0,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1,Right,0.0,1.0,16.0,0.0,,1.0,1.0,,1.0,0.0,,,,0.0
