Series,Play,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Team,Home/Road,Opponent,Goal_Line,LOS_to_Goal,Red_Zone,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Singleback,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Penalty_Team,Penalty_Type,Penalty_Yards,Successful_Pass,Successful_Run,Successful_Play,Field_Goal,Field_Goal_Dist,Sack_TFL,Sack_TFL_Yards
9,65,4,10:03,7,2,10.0,24,Run,6 OL,"""-1x3+"", closed L, dual TE LOS, singleback",TE in,Murray,"RG, TE",N/A,N/A,3.0,,,,,IL,,Over,,OAK,Home,DEN,0,24,0.0,3.0,10,03,1.0,2.0,2.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
9,66,4,9:18,7,3,7.0,21,Pass,0,"""+2x3+"", shotgun",,N/A,,Roberts (L2),Inc.,,"Off. Holding, Penn, -10",,LS,ID,,,Over,4.0,OAK,Home,DEN,0,21,0.0,-10.0,9,18,,,,0.0,Wide,Wide,1.0,,0.0,,,0.0,,,WR,2,Left,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,0.0,,1.0,
9,67,4,9:11,7,3,17.0,31,Pass,11,"""*1x2+"", shotgun 2 RB",,N/A,,Crabtree (R1),Catch,14.0,,,RM,ID,,,2 Eagle Even,5.0,OAK,Home,DEN,0,31,0.0,14.0,9,11,1.0,1.0,3.0,0.0,Normal,Wide,1.0,,0.0,,,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,48.0,0.0,
10,68,4,7:13,10,1,10.0,39,Pass,22,"""+2x1-"", closed R, I-form offset R",WR in,N/A,,"Olawale (R HB, 2)",Inc.,0.0,,,RS,S,,,Over,5.0,OAK,Home,DEN,0,39,0.0,0.0,7,13,2.0,2.0,1.0,0.0,Wide,Narrow,0.0,,1.0,Right,,1.0,WR,in,RB,2,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
10,69,4,7:09,10,2,10.0,39,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Murray,,N/A,N/A,3.0,,,,,IL,,Under,,OAK,Home,DEN,0,39,0.0,3.0,7,09,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
10,70,4,6:30,10,3,7.0,36,Pass,0,"""+2x3+"", shotgun",,N/A,,Holton (R2),Inc.,,"DPI, Nixon, +31",,RS,D,,,2 Eagle Even,6.0,OAK,Home,DEN,0,36,0.0,31.0,6,30,,,,0.0,Wide,Wide,1.0,,0.0,,,0.0,,,WR,2,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,31.0,,,,0.0,,0.0,
10,71,4,6:24,10,1,5.0,5,Pass,6 OL,"""+3x1-"", closed R, shotgun offset R",,N/A,,Crabtree (L1),Inc.,,"Def. holding, Harris, +3",,LS,S,,,Over,4.0,OAK,Home,DEN,1,5,1.0,3.0,6,24,1.0,1.0,3.0,1.0,Wide,Narrow,1.0,Right,0.0,,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,Defense,Def. holding,3.0,,,,0.0,,0.0,
10,72,4,6:19,10,1,2.0,2,Pass,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,N/A,,Holmes (R1),Inc.,0.0,,,RS,S,,,Under,4.0,OAK,Home,DEN,1,2,1.0,0.0,6,19,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
10,73,4,6:16,10,2,2.0,2,Pass,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,N/A,,Cooper (R1),Inc.,,"DPI, Harris, +1",,RS,S,,,Under,5.0,OAK,Home,DEN,1,2,1.0,1.0,6,16,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,WR,1,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,1.0,,,,0.0,,0.0,
10,74,4,6:13,10,1,1.0,1,Run,6 OL,"""-2x1-"", closed L R, dual TE LOS, I-form",,"Murray, TD",HB,N/A,N/A,1.0,,,,,IL,,GL,,OAK,Home,DEN,1,1,1.0,1.0,6,13,1.0,2.0,2.0,1.0,Narrow,Narrow,0.0,,1.0,,,0.0,,,,,,1.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,,0.0,
11,75,4,5:13,10,1,10.0,-19,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Murray,,N/A,N/A,13.0,,,,,IL,,Under,,OAK,Home,DEN,0,81,0.0,13.0,5,13,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,1.0,13.0,1.0,,,0.0,,1.0,1.0,0.0,,0.0,
11,76,4,4:26,10,1,10.0,-32,Run,6 OL,"""+1x3-"", closed R, triple TE LOS, singleback",,Murray,,N/A,N/A,-3.0,,,,,M,,Under,,OAK,Home,DEN,0,68,0.0,-3.0,4,26,1.0,3.0,1.0,1.0,Wide,Narrow,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,1.0,-3.0
11,77,4,3:42,10,2,13.0,-29,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,N/A,N/A,5.0,,,,,IL,,Under,,OAK,Home,DEN,0,71,0.0,5.0,3,42,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
11,78,4,3:37,10,3,8.0,-34,Pass,11,"""*1x2+"", shotgun 2 RB",,N/A,,Cooper (L1),Catch,9.0,,,LS,S,,,Under,6.0,OAK,Home,DEN,0,66,0.0,9.0,3,37,1.0,1.0,3.0,0.0,Normal,Wide,1.0,,0.0,,,0.0,,,WR,1,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,,0.0,
11,79,4,3:32,10,1,10.0,-43,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Washington,,N/A,N/A,,"Off. Holding, Osemele, -10",,,,M,,Under,,OAK,Home,DEN,0,57,0.0,-10.0,3,32,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,0.0,,1.0,
11,80,4,3:27,10,1,20.0,-33,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,N/A,N/A,6.0,,,,,IR,,Under,,OAK,Home,DEN,0,67,0.0,6.0,3,27,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
11,81,4,3:22,10,2,14.0,-39,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,N/A,N/A,3.0,,,,,IR,,Under,,OAK,Home,DEN,0,61,0.0,3.0,3,22,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,1.0,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
11,82,4,3:16,10,3,11.0,-42,Run,11,"""+3x1-"", closed R, singleback",WR in,Richard,,N/A,N/A,1.0,,,,,M,,Over,,OAK,Home,DEN,0,58,0.0,1.0,3,16,1.0,1.0,3.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,
