Series,Play,Quarter,Time,Score_Margin,Down,Distance,POS,Play_Type,Personnel,Formation,Motion,Runner,Lead_Block,Target,Catch,Gain,Penalty,Play_Action,Pass_Area,Pass_Depth,Run_Area,Def_Package,Def_Front,Pass_Rushers,Team,Home/Road,Opponent,Goal_Line,LOS_to_Goal,Red_Zone,Net_Gain,Minute,Second,Num_RB,Num_TE,Num_WR,6_OL,Left_Split,Right_Split,Shotgun,Shotgun_Offset,I-Form,I-Form_Offset,Motion_Bool,Motion_Pos,Motion_Dir,Target_Pos,Target_Align,Pass_Dir,TD,Explosive_Pass,Explosive_Pass_Yd,Explosive_Run,Explosive_Run_Yd,Explosive_Play,Penalty_Team,Penalty_Type,Penalty_Yards,Successful_Pass,Successful_Run,Successful_Play,Sack_TFL,Sack_TFL_Yards
10,69,4,7:09,10,2,10.0,39,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Murray,,,,3.0,,,,,IL,,Under,,OAK,Home,DEN,0,39,0.0,3.0,7,9,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
10,70,4,6:30,10,3,7.0,36,Pass,0,"""+2x3+"", shotgun",,,,Holton (R2),Inc.,,"DPI, Nixon, +31",,RS,D,,,2 Eagle Even,6.0,OAK,Home,DEN,0,36,0.0,31.0,6,30,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2.0,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,31.0,,,,0.0,
10,71,4,6:24,10,1,5.0,5,Pass,6 OL,"""+3x1-"", closed R, shotgun offset R",,,,Crabtree (L1),Inc.,,"Def. holding, Harris, +3",,LS,S,,,Over,4.0,OAK,Home,DEN,1,5,1.0,3.0,6,24,1.0,1.0,3.0,1.0,Wide,Narrow,1.0,Right,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,Defense,Def. holding,3.0,,,,0.0,
10,72,4,6:19,10,1,2.0,2,Pass,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,,,Holmes (R1),Inc.,0.0,,,RS,S,,,Under,4.0,OAK,Home,DEN,1,2,1.0,0.0,6,19,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
10,73,4,6:16,10,2,2.0,2,Pass,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,,,Cooper (R1),Inc.,,"DPI, Harris, +1",,RS,S,,,Under,5.0,OAK,Home,DEN,1,2,1.0,1.0,6,16,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,1.0,,,,0.0,
10,74,4,6:13,10,1,1.0,1,Run,6 OL,"""-2x1-"", closed L R, dual TE LOS, I-form",,"Murray, TD",HB,,,1.0,,,,,IL,,GL,,OAK,Home,DEN,1,1,1.0,1.0,6,13,1.0,2.0,2.0,1.0,Narrow,Narrow,0.0,,1.0,,0.0,,,,,,1.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
11,75,4,5:13,10,1,10.0,-19,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Murray,,,,13.0,,,,,IL,,Under,,OAK,Home,DEN,0,81,0.0,13.0,5,13,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,1.0,13.0,1.0,,,0.0,,1.0,1.0,0.0,
11,76,4,4:26,10,1,10.0,-32,Run,6 OL,"""+1x3-"", closed R, triple TE LOS, singleback",,Murray,,,,-3.0,,,,,M,,Under,,OAK,Home,DEN,0,68,0.0,-3.0,4,26,1.0,3.0,1.0,1.0,Wide,Narrow,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,-3.0
11,77,4,3:42,10,2,13.0,-29,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,,,5.0,,,,,IL,,Under,,OAK,Home,DEN,0,71,0.0,5.0,3,42,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
11,78,4,3:37,10,3,8.0,-34,Pass,11,"""*1x2+"", shotgun 2 RB",,,,Cooper (L1),Catch,9.0,,,LS,S,,,Under,6.0,OAK,Home,DEN,0,66,0.0,9.0,3,37,1.0,1.0,3.0,0.0,Normal,Wide,1.0,,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
11,79,4,3:32,10,1,10.0,-43,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Washington,,,,,"Off. Holding, Osemele, -10",,,,M,,Under,,OAK,Home,DEN,0,57,0.0,-10.0,3,32,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,Offense,Off. Holding,-10.0,,,0.0,1.0,
11,80,4,3:27,10,1,20.0,-33,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,,,6.0,,,,,IR,,Under,,OAK,Home,DEN,0,67,0.0,6.0,3,27,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
11,81,4,3:22,10,2,14.0,-39,Run,6 OL,"""-3x1+"", closed L, triple TE LOS, singleback",,Richard,,,,3.0,,,,,IR,,Under,,OAK,Home,DEN,0,61,0.0,3.0,3,22,1.0,3.0,1.0,1.0,Narrow,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
11,82,4,3:16,10,3,11.0,-42,Run,11,"""+3x1-"", closed R, singleback",WR in,Richard,,,,1.0,,,,,M,,Over,,OAK,Home,DEN,0,58,0.0,1.0,3,16,1.0,1.0,3.0,0.0,Wide,Narrow,0.0,,0.0,,1.0,WR,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,1,1,14:12,0,1,10.0,-33,Run,01,"""+2x2+"", pistol",,Montgomery,,,,2.0,,,,,IR,,Over,,GB,Home,CHI,0,67,0.0,2.0,14,12,,1.0,,0.0,Wide,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,2,1,13:37,0,2,8.0,-35,Pass,21,"""+2x1+"", I-form",,,,Throwaway,Inc.,0.0,,Hard,,,,,Over,4.0,GB,Home,CHI,0,65,0.0,0.0,13,37,2.0,1.0,2.0,0.0,Wide,Wide,0.0,,1.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,3,1,13:30,0,3,8.0,-35,Pass,01,"""*3x1+"", shotgun offset R",,,,Cobb (L1),Catch,11.0,,,M,IS,,,Under,3.0,GB,Home,CHI,0,65,0.0,11.0,13,30,,1.0,,0.0,Normal,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
1,4,1,12:54,0,1,10.0,-46,Pass,01,"""+3x1+"", shotgun offset L",,,,Adams (R1),Catch,9.0,,,RM,S,,,Under,4.0,GB,Home,CHI,0,54,0.0,9.0,12,54,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
1,5,1,12:22,0,2,1.0,45,Pass,01,"""+2x2+"", shotgun offset R",,,,Cobb (L2),Catch,10.0,,,LM,S,,,Under,4.0,GB,Home,CHI,0,45,0.0,10.0,12,22,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
1,6,1,11:41,0,1,10.0,35,Run,10,"""+1x2+"", I-form offset L",,Cobb,HB,,,0.0,,,,,IR,,Under,,GB,Home,CHI,0,35,0.0,0.0,11,41,1.0,,,0.0,Wide,Wide,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,7,1,11:05,0,2,10.0,35,Pass,12,"""+2x2+"", singleback",TE in,,,Janis (L1),Inc.,0.0,,"Hard, roll",LS,IS,,,Other Odd,4.0,GB,Home,CHI,0,35,0.0,0.0,11,5,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,8,1,10:57,0,3,10.0,35,Pass,01,"""+3x1+"", shotgun offset R",,,,Adams (R1),Catch,6.0,,,RS,S,,,Over,5.0,GB,Home,CHI,0,35,0.0,6.0,10,57,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,9,1,10:07,0,4,4.0,29,Pass,01,"""+3x2+"", shotgun",RB out,,,Nelson (L3),Catch,9.0,,,LM,S,,,2 Eagle Even,6.0,GB,Home,CHI,0,29,0.0,9.0,10,7,,1.0,,0.0,Wide,Wide,1.0,,0.0,,1.0,RB,out,WR,3.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
1,10,1,9:29,0,1,10.0,20,Pass,10,"""+1x2+"", I-form offset R",,,,Nelson (R2),Inc.,0.0,,"Hard, roll",RS,S,,,Over,4.0,GB,Home,CHI,0,20,1.0,0.0,9,29,1.0,,,0.0,Wide,Wide,0.0,,1.0,Right,0.0,,,WR,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
1,11,1,9:21,0,2,10.0,20,Pass,00,"""+2x3+"", shotgun",RB out,,,Montgomery (L2),Catch,6.0,,,LS,S,,,Over,4.0,GB,Home,CHI,0,20,1.0,6.0,9,21,,,,0.0,Wide,Wide,1.0,,0.0,,1.0,RB,out,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
1,12,1,9:01,0,3,4.0,14,Pass,00,"""+1x3-"", couple R-, singleback",,,,Cobb (R- CI),Inc.,0.0,,,RM,D,,,Over,4.0,GB,Home,CHI,0,14,1.0,0.0,9,1,,,,0.0,Wide,Narrow,0.0,,0.0,,0.0,,,WR,,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,13,1,6:39,3,1,10.0,-9,Pass,00,"""+3x2+"", shotgun",,,,Janis (L3),"LOS PD, Acho",0.0,,,LM,S,,,Over,4.0,GB,Home,CHI,0,91,0.0,0.0,6,39,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,3.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,14,1,6:37,3,2,10.0,-9,Pass,00,"""+1x3-"", bunch R-, shotgun offset L",,,,"Montgomery (L RB, 2)",Catch,12.0,,,LS,S,,,Over,4.0,GB,Home,CHI,0,91,0.0,7.0,6,37,,,,0.0,Wide,Narrow,1.0,Left,0.0,,0.0,,,RB,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
2,15,1,5:42,3,1,15.0,-16,Pass,10,"""+1x3+"", singleback",RB out,,,Janis (R3),Catch,7.0,,,M,S,,,Over,4.0,GB,Home,CHI,0,84,0.0,7.0,5,42,1.0,,,0.0,Wide,Wide,0.0,,0.0,,1.0,RB,out,WR,3.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
2,16,1,5:00,3,2,8.0,-23,Pass,00,"""+1x3+"", shotgun offset L",,,,Adams (L1),Catch,12.0,,,LS,IS,,,Under,4.0,GB,Home,CHI,0,77,0.0,12.0,5,0,,,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
2,17,1,4:19,3,1,10.0,-35,Run,12,"""+2x2+"", singleback",,D. Jackson,,,,1.0,,,,,IR,,Other Odd,,GB,Home,CHI,0,65,0.0,1.0,4,19,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,18,1,3:39,3,2,9.0,-36,Pass,12,"""+2x2+"", singleback",TE in,,,Nelson (R1),Inc.,,"DPI, Amos, +44",Hard,LM,D,,,2 Eagle Even,4.0,GB,Home,CHI,0,64,0.0,44.0,3,39,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,WR,1.0,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,44.0,,,,0.0,
2,19,1,3:31,3,1,10.0,20,Pass,01,"""+1x3+"", shotgun offset R",,,,Cobb (R2),Catch,2.0,,Soft,WR Screen R,S,,,Over,4.0,GB,Home,CHI,0,20,1.0,2.0,3,31,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,20,1,2:50,3,2,8.0,18,Pass,00,"""+3x1+"", shotgun offset R",,,,"Montgomery (R RB, 2)",Catch,8.0,,,LM,S,,,Over,5.0,GB,Home,CHI,0,18,1.0,8.0,2,50,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
2,21,1,1:53,3,1,10.0,10,Run,01,"""-1x3+"", closed L, shotgun offset L",WR bk,Montgomery,,,,7.0,,,,,M,,Over,,GB,Home,CHI,0,10,1.0,7.0,1,53,1.0,1.0,3.0,0.0,Narrow,Wide,1.0,Left,0.0,,1.0,WR,bk,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
2,22,1,1:13,3,2,3.0,3,Pass,01,"""-1x2-"", couple R-, I-form offset L",WR bk,,,"Montgomery (L HB, 2)",Inc.,0.0,,"Hard, roll",RS,S,,,Over,4.0,GB,Home,CHI,0,3,1.0,0.0,1,13,,1.0,,0.0,Narrow,Narrow,0.0,,1.0,Left,1.0,WR,bk,RB,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,23,1,1:07,3,3,3.0,3,Pass,00,"""+2x2+"", shotgun offset R",,,,Janis,Catch,2.0,,,RS,S,,,2 Eagle Even,4.0,GB,Home,CHI,0,3,1.0,2.0,1,7,,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
2,24,1,0:21,3,4,1.0,1,Run,00,"""-2x1-"", stack L-, I-form offset L",,Montgomery,,,,0.0,,,,,IL,,Other Even,,GB,Home,CHI,0,1,1.0,0.0,0,21,,,,0.0,Narrow,Narrow,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
3,25,2,10:13,3,1,10.0,-8,Run,11,"""+2x1+"", I-form",,Cobb,HB,,,4.0,,,,,IL,,Over,,GB,Home,CHI,0,92,0.0,4.0,10,13,1.0,1.0,3.0,0.0,Wide,Wide,0.0,,1.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
3,26,2,9:35,3,2,6.0,-12,Run,12,"""+2x2+"", singleback",TE in,D. Jackson,,,,5.0,,,,,M,,2 Eagle Even,,GB,Home,CHI,0,88,0.0,5.0,9,35,1.0,2.0,2.0,0.0,Wide,Wide,0.0,,0.0,,1.0,TE,in,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
3,27,2,8:50,3,3,1.0,-17,Pass,20,"""+2x1+"", I-form offset R",WR in,,,Cobb (L2),Catch,5.0,,,WR Screen L,S,,,Other Even,4.0,GB,Home,CHI,0,83,0.0,5.0,8,50,2.0,,,0.0,Wide,Wide,0.0,,1.0,Right,1.0,WR,in,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
3,28,2,8:15,3,1,10.0,-22,Pass,20,"""+1x2+"", shotgun 2 RB",,,,"D. Jackson (L RB, 2)",Inc.,,"Illegal contact, LeBlanc, +5",Soft,RM,S,,,Over,4.0,GB,Home,CHI,0,78,0.0,5.0,8,15,2.0,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,RB,2.0,Left,0.0,0.0,,0.0,,0.0,Defense,Illegal contact,5.0,,,,0.0,
3,29,2,8:10,3,1,10.0,-27,Pass,00,"""+2x3+"", shotgun",,,,Montgomery (L2),Catch,2.0,,,LS,S,,,Over,4.0,GB,Home,CHI,0,73,0.0,2.0,8,10,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
3,30,2,7:33,3,2,8.0,-29,Pass,00,"""+2x3+"", shotgun",,,,Adams (L1),Catch,5.0,,,LS,S,,,Over,5.0,GB,Home,CHI,0,71,0.0,5.0,7,33,,,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
3,31,2,6:52,3,3,3.0,-34,Pass,10,"""+2x2+"", shotgun offset L",WR in,,,Janis (L2),Inc.,0.0,,,LM,S,,,Over,4.0,GB,Home,CHI,0,66,0.0,0.0,6,52,1.0,,,0.0,Wide,Wide,1.0,Left,0.0,,1.0,WR,in,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
4,32,2,1:56,0,1,10.0,-25,Pass,01,"""+2x2+"", shotgun offset L",,,,Adams (R1),Catch,5.0,,,RS,S,,,Other Odd,3.0,GB,Home,CHI,0,75,0.0,5.0,1,56,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
4,33,2,1:37,0,2,5.0,-30,Pass,01,"""+2x2+"", shotgun offset R",,,,"Montgomery (R RB, 3)",Inc.,0.0,,,LS,S,,,Other Odd,3.0,GB,Home,CHI,0,70,0.0,0.0,1,37,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,RB,3.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
4,34,2,1:30,0,3,5.0,-30,Pass,01,"""+2x2-"", shotgun offset L",WR in,,,R. Rodgers (R2),Inc.,,"DPI, Bausby, +18",,RS,D,,,Under,4.0,GB,Home,CHI,0,70,0.0,18.0,1,30,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,1.0,WR,in,WR,2.0,Right,0.0,0.0,,0.0,,0.0,Defense,DPI,18.0,,,,0.0,
4,35,2,1:22,0,1,10.0,-48,Pass,01,"""+3x1+"", shotgun offset R",,,,,"Sack, Floyd",-9.0,,,,,,,2 Eagle Even,4.0,GB,Home,CHI,0,52,0.0,-9.0,1,22,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,-9.0
4,36,2,1:13,0,2,19.0,-39,Pass,01,"""+2x2+"", shotgun offset L",,,,Adams (L1),Catch,19.0,,,RS,ID,,,Other Odd,4.0,GB,Home,CHI,0,61,0.0,19.0,1,13,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,1.0,Left,0.0,1.0,19.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,
4,37,2,0:46,0,1,10.0,42,Pass,01,"""+2x2-"", shotgun offset L",WR in,,,Cobb (L2),Catch,7.0,,,LS,S,,,2 Eagle Even,4.0,GB,Home,CHI,0,42,0.0,7.0,0,46,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,1.0,WR,in,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
4,38,2,0:40,0,2,3.0,35,Pass,01,"""+1x3+"", shotgun offset L",,,,Cobb (R3),Catch,13.0,,,WR Screen R,S,,,Over,4.0,GB,Home,CHI,0,35,0.0,13.0,0,40,,1.0,,0.0,Wide,Wide,1.0,Left,0.0,,0.0,,,WR,3.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
4,39,2,0:35,0,1,10.0,22,Pass,01,"""+3x1*"", shotgun offset R",,,,Adams (L1),Inc.,0.0,,,LS,IS,,,Over,4.0,GB,Home,CHI,0,22,0.0,0.0,0,35,,1.0,,0.0,Wide,Normal,1.0,Right,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
4,40,2,0:32,0,2,10.0,22,Pass,01,"""+2x2*"", shotgun offset L",TE in,,,Adams (L1),Inc.,0.0,,,LS,D,,,Other Odd,3.0,GB,Home,CHI,0,22,0.0,0.0,0,32,,1.0,,0.0,Wide,Normal,1.0,Left,0.0,,1.0,TE,in,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
4,41,2,0:27,0,3,10.0,22,Pass,01,"""+2x2+"", shotgun offset R",,,,Cobb (L2),Inc.,0.0,,,LM,D,,,Other Odd,3.0,GB,Home,CHI,0,22,0.0,0.0,0,27,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
5,42,3,14:55,3,1,10.0,-15,Pass,01,"""+1x3-"", bunch R-, shotgun offset L",,,,Adams (L1),Inc.,0.0,,,LS,D,,,Under,4.0,GB,Home,CHI,0,85,0.0,0.0,14,55,,1.0,,0.0,Wide,Narrow,1.0,Left,0.0,,0.0,,,WR,1.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
5,43,3,14:50,3,2,10.0,-15,Pass,01,"""+1x3+"", shotgun offset R",,,,Nelson (R1),Inc.,0.0,,,RM,S,,,Over,4.0,GB,Home,CHI,0,85,0.0,0.0,14,50,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
5,44,3,14:43,3,3,10.0,-15,Pass,01,"""+3x1+"", shotgun offset R",,,,,"Sack, Floyd, Fumble, Floyd, TD",-10.0,,,,,,,Other Odd,4.0,GB,Home,CHI,0,85,0.0,-10.0,14,43,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,-10.0
6,45,3,14:25,-4,1,10.0,-15,Run,01,"""+3x1+"", shotgun offset R",,Montgomery,,,,30.0,,,,,M,,Under,,GB,Home,CHI,0,85,0.0,30.0,14,25,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,1.0,30.0,1.0,,,0.0,,1.0,1.0,0.0,
6,46,3,13:53,-4,1,10.0,-45,Pass,01,"""-2x2+"", shotgun offset L",,,,"Montgomery (L RB, 3)",Catch,5.0,,,Swing L,S,,,Under,4.0,GB,Home,CHI,0,55,0.0,5.0,13,53,,1.0,,0.0,Narrow,Wide,1.0,Left,0.0,,0.0,,,RB,3.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
6,47,3,13:27,-4,2,5.0,50,Run,01,"""+1x2-"", couple R-, I-form offset L",,Montgomery,HB,,,3.0,,,,,IR,,Under,,GB,Home,CHI,0,50,0.0,3.0,13,27,,1.0,,0.0,Wide,Narrow,0.0,,1.0,Left,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,1.0,1.0,0.0,
6,48,3,12:47,-4,3,2.0,47,Pass,01,"""+2x2*', shotgun offset R",WR in,,,"Montgomery (R RB, 3)",Catch,6.0,,,RM,S,,,2 Eagle Even,4.0,GB,Home,CHI,0,47,0.0,6.0,12,47,,1.0,,0.0,Wide,Normal,1.0,Right,0.0,,1.0,WR,in,RB,3.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
6,49,3,12:12,-4,1,10.0,41,Pass,11,"""+2x2+"", shotgun offset R",,,,Adams (R1),Catch,5.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,41,0.0,5.0,12,12,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,1.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
6,50,3,11:43,-4,2,5.0,36,Pass,11,"""+3x1+"", shotgun offset R",,,,Cobb (L2),Inc.,0.0,,,M,S,,,Over,4.0,GB,Home,CHI,0,36,0.0,0.0,11,43,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
6,51,3,11:40,-4,3,5.0,36,Pass,10,"""+2x2+"", shotgun offset R",,,,Cobb (L2),Catch,18.0,,,RM,S,,,Other Odd,4.0,GB,Home,CHI,0,36,0.0,18.0,11,40,1.0,,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,WR,2.0,Left,0.0,1.0,18.0,0.0,,1.0,,,0.0,1.0,,1.0,0.0,
6,52,3,11:11,-4,1,10.0,18,Run,11,"""+2x2+"", shotgun offset R",,Ripkowski,,,,4.0,,,,,M,,Over,,GB,Home,CHI,0,18,1.0,4.0,11,11,1.0,1.0,3.0,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
6,53,3,10:29,-4,2,6.0,14,Pass,01,"""+2x3+"", shotgun",RB out,,,Cobb (R2),Catch,2.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,14,1.0,2.0,10,29,,1.0,,0.0,Wide,Wide,1.0,,0.0,,1.0,RB,out,WR,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
6,54,3,9:47,-4,3,4.0,12,Pass,01,"""+3x2+"", shotgun",,,,Montgomery (R2),Catch,7.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,12,1.0,7.0,9,47,,1.0,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,2.0,Right,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
6,55,3,9:28,-4,1,5.0,5,Pass,01,"""+2x2+"", shotgun offset R",,,,Throwaway,Inc.,0.0,,,,,,,Under,4.0,GB,Home,CHI,0,5,1.0,0.0,9,28,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
6,56,3,9:21,-4,2,5.0,5,Pass,01,"""+3x1+"", shotgun offset R",WR in,,,Nelson (L2),Inc.,0.0,,,LS,S,,,Over,4.0,GB,Home,CHI,0,5,1.0,0.0,9,21,,1.0,,0.0,Wide,Wide,1.0,Right,0.0,,1.0,WR,in,WR,2.0,Left,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,
6,57,3,9:15,-4,3,5.0,5,Pass,01,"""+3x2+"", shotgun",,,,Adams (R1),"Catch, TD",5.0,,,RS,S,,,Over,4.0,GB,Home,CHI,0,5,1.0,5.0,9,15,,1.0,,0.0,Wide,Wide,1.0,,0.0,,0.0,,,WR,1.0,Right,1.0,0.0,,0.0,,0.0,,,0.0,1.0,,1.0,0.0,
